Year,Present_Price,Kms_Driven,Transmission,Owner
1.0,-0.04758420974572909,-0.5243420406957326,-0.0003942235763906549,-0.18210355920226237
-0.04758420974572909,1.0,0.2036470340091325,0.34871472195206304,0.008057015342196473
-0.5243420406957326,0.2036470340091325,1.0,0.16251006101732518,0.08921620186144577
-0.0003942235763906549,0.34871472195206304,0.16251006101732518,1.0,0.050315527841782344
-0.18210355920226237,0.008057015342196473,0.08921620186144577,0.050315527841782344,1.0
